SLIPID,SLIPTIMESTAMP,PLAYER_ID,CURRENTSF,LOGSF,STAKE,GGR,BETODD,SPORTNAMEENGLISH,LEAGUENAMEENGLISH,EVENTDESCRIPTION,GAMEDESCRIPTION,Market Name,Market Name Corners,RESULTDESCRIPTION,SRC_EVENT_ID,GOAL_EXP_HOME,GOAL_EXP_AWAY,DRAW_FACTOR,FIRST_HALF_GOALS_PERC,INJURY_TIME_1ST_HALF,INJURY_TIME_2ND_HALF,MINUTES,Data Set,Default 1st Half Injury Time,1st Half Injury Time change?,Magnitude of change,Magnitude of change relative
7603015018,0.025416667,703137027,0.01,1,45,45,2.65,Football,Premier League,Nottingham Forest - West Ham United,Total Corners,Total Corners,Total Corners,"Under 13,5",6569825,1.5728,0.6934,0.9332,0.437,3,7,76,Dynamic,4,1st Half Inj Time decreased,1,-1
7854459313,0.018912037,708605005,0.01,0.3,22.719,22.719,4.6,Football,"Liga MX, Clausura",Queretaro FC - CF Pachuca,Total Corners,Total Corners,Total Corners,"Over 13,5",7539166,1.0287,1.4224,0.9486,0.437,3,5,67,Dynamic,2,1st Half Inj Time increased,1,1
7842091875,0.033402778,534298677,0.01,0.99,9,9,3.1,Football,Premier League,Wolverhampton Wanderers - Arsenal,Total Corners,Total Corners,Total Corners,"Over 7,5",7532689,0.769,1.7686,0.9652,0.45,7,7,47,Dynamic,4,1st Half Inj Time increased,3,3
7917013118,0.035115741,709164563,0.01,0.99,130.26,130.26,1.95,Football,Copa Libertadores,Monagas SC - Cerro Porteno,Monagas SC - Total Corners,Medium Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 1,5",7566101,0.785,1.714,0.9191,0.476,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3
7797190541,0.012118056,704437602,0.01,0.99,100,100,2.65,Football,EFL Cup,Tottenham Hotspur - Liverpool,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7531244,1.3751,2.3642,0.964,0.4502,8,5,17,Dynamic,2,1st Half Inj Time decreased,1,-1
7842895726,0.00130787,510957444,0.3,0.3,1.01836068,-4.8431339,5.75,Football,Premier League,Manchester City - Chelsea,Most Corners,Most Corners,Most Corners,Chelsea FC,7532702,1.8558,1.4367,0.9332,0.437,2,7,72,Dynamic,4,1st Half Inj Time decreased,2,-2
7691052290,0.018518519,648794044,0.01,1,66.6300726,-25.98572831,1.39,Football,Copa Libertadores,CA Mineiro MG - Botafogo FR RJ,Corners Matchbet,Corners Matchbet,Corners Matchbet,CA Mineiro MG,7507112,1.0925,1.0214,0.8825,0.4404,2,5,26,Dynamic,2,No change in 1st Half Inj Time,0,0
7797288941,0.009131944,707896529,0.3,0.3,15.77122,-14.6672346,1.93,Football,EFL Cup,Tottenham Hotspur - Liverpool,Total Corners,Total Corners,Total Corners,"Under 7,5",7531244,1.2527,2.5101,0.964,0.437,1,5,46,Dynamic,2,1st Half Inj Time decreased,1,-1
7842092038,0.033449074,651317703,0.01,0.01,2,2,3.1,Football,Premier League,Wolverhampton Wanderers - Arsenal,Total Corners,Total Corners,Total Corners,"Over 7,5",7532689,0.769,1.7686,0.9652,0.45,7,7,47,Dynamic,4,1st Half Inj Time increased,3,3
7812723591,0.027581019,651317703,0.01,0.01,2,2,3.9,Football,Bundesliga,VfL Wolfsburg - Borussia Monchengladbach,Total Corners,Total Corners,Total Corners,"Over 15,5",7531688,1.5275,1.1869,0.938,0.4058,3,6,49,Dynamic,3,No change in 1st Half Inj Time,0,0
7753784529,0.012326389,648794044,0.01,1,9.272523,9.272523,14,Football,Bundesliga,Bayer Leverkusen - SC Freiburg,Most Corners,Most Corners,Most Corners,SC Freiburg,7525087,2.3685,0.9201,0.9686,0.4454,4,6,47,Dynamic,3,1st Half Inj Time increased,1,1
7871501007,0.033009259,708576399,0.01,1,66.716808,-43.3659252,1.65,Football,Paulista Serie A1,AA Internacional Limeira SP - Red Bull Bragantino SP,Total Corners,Total Corners,Total Corners,"Under 9,5",7541865,0.8137,1.6111,0.9686,0.437,3,5,57,Dynamic,2,1st Half Inj Time increased,1,1
7856232681,0.014803241,708030159,0.3,1,0.81836945,-2.72517027,4.33,Football,UEFA Europa League,Ajax Amsterdam - Galatasaray SK,Total Corners,Total Corners,Total Corners,"Over 11,5",7542319,1.9302,1.7448,0.9329,0.4393,2,5,21,Dynamic,2,1st Half Inj Time increased,1,1
7834692557,0.024212963,708018605,0.01,0.01,2,2,2.2,Football,UEFA Champions League,Feyenoord Rotterdam - Bayern Munich,Feyenoord Rotterdam - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 2,5",7530347,0.7676,2.9862,0.9651,0.4648,2,5,34,Dynamic,2,1st Half Inj Time increased,5,5
7812723238,0.027453704,703624935,0.01,0.01,2,2,3.9,Football,Bundesliga,VfL Wolfsburg - Borussia Monchengladbach,Total Corners,Total Corners,Total Corners,"Over 15,5",7531688,1.5275,1.1869,0.938,0.4058,3,6,49,Dynamic,3,No change in 1st Half Inj Time,0,0
7822638446,0.020821759,650885190,0.3,0.3,2.2445,-4.71345,3.1,Football,Premier League,West Ham United - Crystal Palace,Total Corners,Total Corners,Total Corners,"Under 7,5",7531531,1.0649,1.1889,0.9344,0.437,1,7,72,Dynamic,4,1st Half Inj Time decreased,3,-3
7669418115,0.003136574,703624935,0.01,0.01,2,-3.1,2.55,Football,A-League,Wellington Phoenix FC - Melbourne Victory,Wellington Phoenix FC - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",7513268,0.9841,1.6801,0.9509,0.437,2,5,75,Dynamic,2,No change in 1st Half Inj Time,0,0
7669418115,0.003136574,703624935,0.01,0.01,2,-3.1,2.55,Football,WNBA Playoffs,Wellington Phoenix FC - Melbourne Victory,Wellington Phoenix FC - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",7513268,0.9841,1.6801,0.9509,0.437,2,5,75,Dynamic,2,No change in 1st Half Inj Time,0,0
7845495117,0.014351852,566377783,0.5,0.5,20,-34,2.7,Football,Premier League,Tottenham Hotspur - Leicester City,Most Corners,Most Corners,Most Corners,Tottenham Hotspur,7533195,2.4207,1.1458,0.9562,0.4502,1,7,63,Dynamic,4,1st Half Inj Time decreased,3,-3
7666895095,0.036782407,703657147,0.01,1,245.913255,245.913255,2.4,Football,Bundesliga,Borussia Dortmund - SC Freiburg,Total Corners,Total Corners,Total Corners,"Under 6,5",7509335,1.9616,1.0471,0.9426,0.437,1,6,63,Dynamic,3,1st Half Inj Time decreased,2,-2
7892372695,0.023136574,410333913,0.3,0.3,1,-0.24,1.24,Football,UEFA Champions League,Manchester City - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 13,5",7556122,1.6216,1.5908,0.9529,0.4391,4,5,33,Dynamic,2,1st Half Inj Time increased,2,2
7848612669,0.02462963,708519822,0.01,0.06,1.6113923,1.6113923,2.7,Football,Super Lig,Kasimpasa Istanbul - Hatayspor Antakya,Total Corners,Total Corners,Total Corners,"Under 13,5",7538628,2.1269,1.0871,0.9391,0.437,8,5,65,Dynamic,2,1st Half Inj Time increased,6,6
7873587602,0.018020833,410333913,0.3,0.3,1,-0.07,1.11,Football,Copa del Rey,CD Leganes - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 12,5",7541569,1.0096,1.8872,0.9708,0.437,3,5,67,Dynamic,2,1st Half Inj Time increased,1,1
7597361689,0.037673611,515557372,0.01,0.3,17.5967891,17.5967891,3.1,Football,CONMEBOL Copa Sudamericana,Racing Club Avellaneda - SC Corinthians SP,Total Corners,Total Corners,Total Corners,"Over 10,5",6563533,1.314,0.8222,0.9474,0.4464,2,5,21,Dynamic,2,No change in 1st Half Inj Time,0,0
7902602337,0.031782407,709264740,0.01,0.3,24.2683171,-19.41465368,1.8,Football,LaLiga,CD Leganes - Deportivo Alaves,Deportivo Alaves - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 2,5",7557433,0.9658,1.0918,0.9558,0.437,1,7,78,Dynamic,4,1st Half Inj Time decreased,3,-3
7628861337,0.013194444,515557372,0.01,0.3,22.43608925,22.43608925,4.1,Football,Brasileiro Serie A,Fortaleza EC CE - CR Vasco da Gama RJ,Corners Matchbet,Corners Matchbet,Corners Matchbet,CR Vasco da Gama RJ,7504372,1.6176,0.8176,0.9546,0.4484,2,5,18,Dynamic,2,No change in 1st Half Inj Time,0,0
7628302326,0.005428241,515557372,0.01,0.3,41.7775455,41.7775455,2.15,Football,Serie A,Juventus - Torino FC,Corners Matchbet,Corners Matchbet,Corners Matchbet,Torino FC,7504214,1.4917,0.6337,0.9595,0.4455,3,6,22,Dynamic,3,1st Half Inj Time decreased,2,-2
7841951807,0.003912037,581338755,0.01,0.01,2,2,2.75,Football,Bundesliga,Borussia Dortmund - Werder Bremen,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 4,5",7534916,1.8302,1.1361,0.958,0.4361,3,6,35,Dynamic,3,1st Half Inj Time increased,1,1
7885928072,0.002824074,705387987,0.01,1,161.344077,-201.6800963,2.25,Football,Primeira Liga,Estoril Praia - Boavista FC,Boavista FC - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 2,5",7543627,1.7493,0.7628,0.971,0.4481,2,5,30,Dynamic,2,1st Half Inj Time decreased,1,-1
7903037958,0.016921296,707128719,0.3,0.3,13.297708,13.297708,2.25,Football,LaLiga,CA Osasuna - Real Madrid,Total Corners,Total Corners,Total Corners,"Over 9,5",7557324,0.9845,1.9158,0.9594,0.437,2,7,48,Dynamic,4,1st Half Inj Time decreased,2,-2
7936879373,0.025150463,709708394,0.01,1,9.9078072,-13.87093008,2.4,Football,Copa Libertadores,Cerro Porteno - Monagas SC,Monagas SC - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 5,5",7569038,2.465,0.7961,0.9818,0.4575,2,5,36,Dynamic,2,1st Half Inj Time increased,3,3
7889778532,0.018587963,707128719,0.3,0.3,4.83693349,-7.25540024,2.5,Football,LaLiga,RCD Mallorca - CA Osasuna,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 9,5",7544071,1.2415,0.9207,0.9305,0.4469,4,7,25,Dynamic,4,1st Half Inj Time decreased,3,-3
7848485735,0.01994213,708565390,0.01,0.3,26.42683372,-36.2047622,2.37,Football,Super Lig,Kasimpasa Istanbul - Hatayspor Antakya,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7538628,2.1067,1.0881,0.9391,0.4438,2,5,28,Dynamic,2,1st Half Inj Time increased,6,6
7911451073,0.015648148,701707830,0.01,0.01,2,2,2.7,Football,UEFA Champions League,AC Milan - Feyenoord Rotterdam,Feyenoord Rotterdam - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 2,5",7559915,2.0154,0.9818,0.9636,0.437,1,5,77,Dynamic,2,1st Half Inj Time decreased,1,-1
7753785653,0.012604167,704280302,0.01,1,36.3274992,36.3274992,3.9,Football,Bundesliga,Bayer Leverkusen - SC Freiburg,Total Corners,Total Corners,Total Corners,"Over 9,5",7525087,2.3685,0.9201,0.9686,0.4454,4,6,47,Dynamic,3,1st Half Inj Time increased,1,1
7624723421,0.022997685,703276284,0.01,0.3,154.73165,-119.1433705,1.77,Football,Brasileiro Serie A,SE Palmeiras SP - Gremio FB Porto Alegrense RS,SE Palmeiras SP - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 8,5",7504424,1.9841,0.629,0.9786,0.3408,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3
7741747682,0.023553241,582703965,0.01,1,420.4717475,-378.4245728,1.9,Football,Premier League,AFC Bournemouth - West Ham United,AFC Bournemouth - Total Corners,Medium Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 10,5",7519113,1.9262,1.3079,0.9441,0.437,2,7,75,Dynamic,4,1st Half Inj Time decreased,2,-2
7739158027,0.039861111,703902907,0.01,0.99,200,-374,2.87,Football,LaLiga,Villarreal CF - Real Betis,Total Corners,Total Corners,Total Corners,"Under 10,5",7525279,2.0072,0.9131,0.9367,0.437,3,7,67,Dynamic,4,1st Half Inj Time decreased,1,-1
7921957229,0.017337963,709573640,0.01,1,502.0422,-1054.28862,3.1,Football,Premier League,Arsenal - West Ham United,Total Corners,Total Corners,Total Corners,"Under 3,5",7543547,2.6075,0.4415,0.9497,0.437,2,7,67,Dynamic,4,1st Half Inj Time decreased,2,-2
7723780099,0.013969907,700984198,0.3,0.3,6.84864,6.84864,1.7,Football,UEFA Champions League,Atalanta BC - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 6,5",7515341,1.5824,1.2604,0.925,0.437,1,5,61,Dynamic,2,1st Half Inj Time decreased,1,-1
7884136020,0.031875,642652470,0.01,0.01,2,2,2.7,Football,"Liga MX, Clausura",Club Leon FC - Deportivo Toluca FC,Total Corners,Total Corners,Total Corners,"Over 7,5",7543845,1.1036,1.8642,0.9456,0.437,5,5,84,Dynamic,2,1st Half Inj Time increased,3,3
7889922470,0.029155093,477585960,0.3,0.3,10,10,2.2,Football,Primeira Liga,FC Arouca - Rio Ave FC,Total Corners,Total Corners,Total Corners,"Over 11,5",7543643,1.6085,1.1187,0.9423,0.437,2,5,65,Dynamic,2,No change in 1st Half Inj Time,0,0
7745347199,0.015266204,477585960,0.3,0.3,20,-23,2.15,Football,Ligue 1,AS Monaco - Paris Saint-Germain,Paris Saint-Germain - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 8,5",7526036,1.3853,1.8967,0.9735,0.437,6,6,57,Dynamic,3,1st Half Inj Time increased,3,3
7745348162,0.015451389,477585960,0.3,0.3,180,-207,2.15,Football,Ligue 1,AS Monaco - Paris Saint-Germain,Paris Saint-Germain - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 8,5",7526036,1.3853,1.8967,0.9735,0.437,6,6,57,Dynamic,3,1st Half Inj Time increased,3,3
7608163833,0.030069444,577081007,0.01,1,300,-300,2,Football,LaLiga,Sevilla FC - Real Sociedad,Sevilla FC - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 4,5",6581052,0.9371,1.1947,0.937,0.437,2,7,51,Dynamic,4,1st Half Inj Time decreased,2,-2
7642936917,0.003460648,703120748,0.3,0.3,42.27,42.27,2.05,Football,CONCACAF Nations League,Jamaica - USA,Total Corners,Total Corners,Total Corners,"Over 5,5",7512256,0.896,1.261,0.959,0.437,4,5,45,Dynamic,2,1st Half Inj Time increased,2,2
7937362688,0.004618056,709422603,0.3,0.3,41.28253,-63.9879215,2.55,Football,Recopa Sudamericana,Botafogo FR RJ - Racing Club Avellaneda,Total Corners,Total Corners,Total Corners,"Over 18,5",7533938,1.4717,1.0665,0.981,0.437,3,5,77,Dynamic,2,1st Half Inj Time increased,1,1
7618313632,0.006134259,553531667,0.06,0.06,1.587126,-2.2219764,2.4,Football,Brasileiro Serie A,Cruzeiro EC MG - CR Flamengo RJ,Total Corners,Total Corners,Total Corners,"Over 10,5",7501772,1.1782,1.2302,0.9673,0.4514,2,5,49,Dynamic,2,No change in 1st Half Inj Time,0,0
7902600101,0.031435185,709084466,0.01,0.3,241.7240738,-200.6308317,1.83,Football,LaLiga,CD Leganes - Deportivo Alaves,Deportivo Alaves - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 2,5",7557433,0.9658,1.0918,0.9558,0.437,1,7,78,Dynamic,4,1st Half Inj Time decreased,3,-3
7898541198,0.002777778,704833701,0.3,0.3,14.29382028,-3.43091815,1.24,Football,Paulista Serie A1,Sao Paulo FC SP - AE Velo Clube SP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7556051,2.1328,0.6397,0.9617,0.4497,2,5,32,Dynamic,2,No change in 1st Half Inj Time,0,0
7611232482,0.020335648,419387656,0.01,0.01,0.98352398,-1.22900645,2.25,Football,Premier League,Fulham - Brentford,Fulham - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 8,5",6571811,2.1344,0.8738,0.9524,0.437,2,7,70,Dynamic,4,1st Half Inj Time decreased,2,-2
7634265919,0.034097222,645270178,0.3,0.3,3.094633,3.094633,2.5,Football,"Liga MX, Apertura",Club Tijuana de Caliente - Puebla FC,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 7,5",7505826,2.2703,0.813,0.9603,0.469,2,5,36,Dynamic,2,1st Half Inj Time increased,3,3
7861605685,0.022546296,707734104,0.01,0.01,0.9808104,0.9808104,3.25,Football,Premier League,Newcastle United - Fulham,Total Corners,Total Corners,Total Corners,"Over 12,5",7534602,1.7572,1.2955,0.9321,0.437,3,7,73,Dynamic,4,1st Half Inj Time decreased,1,-1
7845261648,0.007372685,707734104,0.01,0.01,0.97064748,0.97064748,2.1,Football,Premier League,Tottenham Hotspur - Leicester City,Total Corners,Total Corners,Total Corners,"Over 11,5",7533195,2.4503,1.2561,0.9562,0.455,4,7,9,Dynamic,4,1st Half Inj Time decreased,3,-3
7939426937,0.027303241,709478340,0.01,1,8.226266,-7.8149527,1.95,Football,LaLiga,Real Valladolid - UD Las Palmas,Real Valladolid - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 7,5",7565597,1.2359,0.9147,0.9308,0.437,6,7,74,Dynamic,4,1st Half Inj Time increased,2,2
7624713470,0.019768519,703103583,0.3,0.3,154.4221867,-254.7966081,2.65,Football,Brasileiro Serie A,SE Palmeiras SP - Gremio FB Porto Alegrense RS,Total Corners,Total Corners,Total Corners,"Over 12,5",7504424,1.9841,0.629,0.9786,0.3408,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3
7624710361,0.018831019,703103583,0.3,0.3,1.5473165,0.29863208,2.65,Football,Brasileiro Serie A,SE Palmeiras SP - Gremio FB Porto Alegrense RS,Total Corners,Total Corners,Total Corners,"Over 12,5",7504424,1.9841,0.629,0.9786,0.3408,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3
7853679546,0.0184375,639944896,0.01,0.99,400,-440,2.1,Football,UEFA Champions League,Manchester City - Club Brugge,Total Corners,Total Corners,Total Corners,"Under 8,5",7542138,2.7975,0.7531,0.9489,0.437,2,5,70,Dynamic,2,No change in 1st Half Inj Time,0,0
7842091985,0.0334375,700183491,0.01,0.01,2,2,5,Football,Premier League,Wolverhampton Wanderers - Arsenal,Total Corners,Total Corners,Total Corners,"Over 8,5",7532689,0.769,1.7686,0.9652,0.45,7,7,47,Dynamic,4,1st Half Inj Time increased,3,3
7812723612,0.027592593,700183491,0.01,0.01,2,2,3.9,Football,Bundesliga,VfL Wolfsburg - Borussia Monchengladbach,Total Corners,Total Corners,Total Corners,"Over 15,5",7531688,1.5275,1.1869,0.938,0.4058,3,6,49,Dynamic,3,No change in 1st Half Inj Time,0,0
7604455146,0.015324074,700183491,0.01,0.01,2,2,4.75,Football,Brasileiro Serie A,CA Paranaense PR - EC Vitoria Salvador BA,Total Corners,Total Corners,Total Corners,"Over 14,5",7502116,1.5486,0.8546,0.9592,0.456,5,5,45,Dynamic,2,1st Half Inj Time increased,2,2
7937252125,0.04119213,709703373,0.3,0.3,23.055,23.055,2.8,Football,Recopa Sudamericana,Botafogo FR RJ - Racing Club Avellaneda,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 11,5",7533938,1.4767,1.0589,0.981,0.4133,2,5,28,Dynamic,2,1st Half Inj Time increased,1,1
7806680532,0.005925926,566233074,0.5,0.5,1.79214351,-1.17086709,1.65,Football,Serie A,Genoa CFC - Parma Calcio,Genoa CFC - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 5,5",7532977,1.12,0.9432,0.8965,0.437,1,6,79,Dynamic,3,1st Half Inj Time decreased,2,-2
7806682187,0.006226852,566233074,0.5,0.5,1.79214351,1.79214351,1.4762,Football,Serie A,Genoa CFC - Parma Calcio,Parma Calcio - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 9,5",7532977,1.12,0.9432,0.8965,0.437,1,6,79,Dynamic,3,1st Half Inj Time decreased,2,-2
7790696595,0.001921296,707462442,0.01,1,6.2040148,-37.2240888,7,Football,Premier League,Liverpool - Manchester United,Most Corners,Most Corners,Most Corners,Manchester United,7527668,2.3983,0.8489,0.9757,0.4651,4,7,32,Dynamic,4,1st Half Inj Time decreased,2,-2
7758141180,0.011238426,704213797,0.01,1,618.1682,-222.540552,1.36,Football,LaLiga,CD Leganes - Villarreal CF,CD Leganes - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 1,5",7527318,0.9173,1.4611,0.7,0.437,3,7,83,Dynamic,4,1st Half Inj Time decreased,1,-1
7934888395,0.019837963,708695474,0.3,0.3,22.27558185,22.27558185,2.4,Football,Copa Libertadores,SC Corinthians SP - UCV FC,UCV FC - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 3,5",7569037,3.035,0.4712,0.9757,0.437,3,5,45,Dynamic,2,1st Half Inj Time increased,1,1
7914217455,0.002986111,708441559,0.01,0.01,2,2,2.7,Football,Premier League,Aston Villa - Liverpool,Aston Villa - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 3,5",7559813,1.026,1.9191,0.9666,0.437,3,7,74,Dynamic,4,1st Half Inj Time decreased,1,-1
7841951632,0.003888889,708441559,0.01,0.01,2,2,2.75,Football,Bundesliga,Borussia Dortmund - Werder Bremen,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 4,5",7534916,1.8302,1.1361,0.958,0.4361,3,6,35,Dynamic,3,1st Half Inj Time increased,1,1
7731880583,0.030439815,704121200,0.01,1,59.64644752,59.64644752,2.1,Football,LaLiga,Real Valladolid - Valencia CF,Total Corners,Total Corners,Total Corners,"Under 6,5",7523755,0.9326,1.4637,0.9365,0.437,3,7,79,Dynamic,4,1st Half Inj Time decreased,1,-1
7674496054,0.039143519,703370092,0.01,0.01,2,-3.3,2.65,Football,Serie A,FC Empoli - Udinese Calcio,FC Empoli - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 1,5",7510671,0.963,1.3477,0.8929,0.437,1,6,68,Dynamic,3,1st Half Inj Time decreased,2,-2
7934889215,0.020104167,708695474,0.3,0.3,22.27558185,-25.61691913,2.15,Football,Copa Libertadores,SC Corinthians SP - UCV FC,SC Corinthians SP - Total Corners,Strong Jolly - Total Corners,Strong Corner Jolly - Total Corners,"Over 8,5",7569037,3.035,0.4712,0.9757,0.437,3,5,45,Dynamic,2,1st Half Inj Time increased,1,1
7934143914,0.036736111,709295858,0.01,1,60,-165,3.75,Football,Premier League,Manchester United - Ipswich Town,Most Corners,Most Corners,Most Corners,Ipswich Town,7545620,1.3361,0.9011,0.9429,0.437,4,7,61,Dynamic,4,No change in 1st Half Inj Time,0,0
7733470125,0.02587963,575666764,0.3,0.3,0.7974124,0.7974124,3.2,Football,Championship,Preston North End - Leeds United,Total Corners,Total Corners,Total Corners,"Over 11,5",7524293,0.7259,1.7509,0.953,0.4339,3,6,5,Dynamic,3,1st Half Inj Time decreased,1,-1
7856387441,0.018090278,707862290,0.01,0.97,30,-24.9,1.83,Football,UEFA Europa League,Real Sociedad - PAOK Thessaloniki,Total Corners,Total Corners,Total Corners,"Over 7,5",7542334,1.5051,0.8678,0.916,0.437,1,5,66,Dynamic,2,1st Half Inj Time decreased,1,-1
7624705335,0.017199074,646928817,0.01,1,40.230229,-42.24174045,2.05,Football,Brasileiro Serie A,SE Palmeiras SP - Gremio FB Porto Alegrense RS,Gremio FB Porto Alegrense RS - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 2,5",7504424,1.9841,0.629,0.9786,0.3408,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3
7801478909,0.010115741,558582485,0.01,1,15,15,2.5,Football,Serie A,SS Lazio - Como 1907,SS Lazio - Total Corners,Slight Dog - Total Corners,Medium Corner Jolly - Total Corners,"Under 5,5",7532513,1.0954,1.2803,0.9455,0.437,1,6,66,Dynamic,3,1st Half Inj Time decreased,2,-2
7801478231,0.009849537,707992151,0.3,0.3,1.55779107,1.55779107,2.25,Football,Serie A,SS Lazio - Como 1907,Total Corners,Total Corners,Total Corners,"Over 14,5",7532513,1.0954,1.2803,0.9455,0.437,1,6,66,Dynamic,3,1st Half Inj Time decreased,2,-2
7936591987,0.026469907,556697124,0.01,1,18.09699,18.09699,3.4,Football,Premier League,West Ham United - Leicester City,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7556012,1.4591,0.891,0.9425,0.4175,4,7,38,Dynamic,4,1st Half Inj Time decreased,3,-3
7680879207,0.013368056,580444605,0.06,0.06,1,-0.19,1.19,Football,UEFA Champions League,GNK Dinamo Zagreb - Borussia Dortmund,Total Corners,Total Corners,Total Corners,"Under 13,5",7507463,0.7834,2.3574,0.9253,0.4295,2,5,18,Dynamic,2,1st Half Inj Time decreased,1,-1
7865794414,0.016666667,708419880,0.3,0.3,8.17342,-4.904052,1.6,Football,Serie A,AC Milan - Inter Milan,Total Corners,Total Corners,Total Corners,"Over 13,5",7540633,1.1009,2.0436,0.9526,0.437,1,6,57,Dynamic,3,1st Half Inj Time decreased,2,-2
7604590004,0.001134259,702868461,0.01,0.01,2,2,4.75,Football,Brasileiro Serie A,CA Paranaense PR - EC Vitoria Salvador BA,Total Corners,Total Corners,Total Corners,"Over 12,5",7502116,1.6005,0.7036,0.9592,0.437,5,5,69,Dynamic,2,1st Half Inj Time increased,2,2
7594752600,0.002731481,702868461,0.01,0.01,2,-2.3,2.15,Football,Copa Libertadores,CA Penarol Montevideo - Botafogo FR RJ,CA Penarol Montevideo - Total Corners,Slight Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 5,5",6563515,1.2907,0.8742,0.9863,0.4416,2,5,32,Dynamic,2,1st Half Inj Time increased,1,1
7672745397,0.021747685,703710172,0.01,1,10,10,4.5,Football,Serie A,SS Lazio - Bologna FC,Bologna FC - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 0,5",7510657,1.4601,0.7563,0.9288,0.437,3,6,85,Dynamic,3,No change in 1st Half Inj Time,0,0
7704595305,0.00943287,644027194,0.01,0.01,0.6396,0.6396,1.73,Football,Brasileiro Serie A,EC Vitoria Salvador BA - Gremio FB Porto Alegrense RS,Total Corners,Total Corners,Total Corners,"Over 9,5",7519853,1.3746,1.0661,0.9344,0.4416,2,5,12,Dynamic,2,1st Half Inj Time increased,4,4
7799728666,0.021678241,707996247,0.3,0.3,4.4566,-5.12509,2.15,Football,"Liga MX, Clausura - Women",Atlas FC (Women) - CF Pachuca (Women),Total Corners,Total Corners,Total Corners,"Over 12,5",7534034,1.0378,2.1104,0.9299,0.437,1,5,73,Dynamic,2,1st Half Inj Time decreased,1,-1
7774615804,0.035034722,566228472,0.5,0.5,12.0410258,12.0410258,2.1,Football,Premier League,West Ham United - Liverpool,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7524263,0.972,2.3896,0.961,0.4241,4,7,35,Dynamic,4,1st Half Inj Time decreased,1,-1
7834693792,0.024537037,651317703,0.01,0.01,2,2,2.2,Football,UEFA Champions League,Feyenoord Rotterdam - Bayern Munich,Feyenoord Rotterdam - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 2,5",7530347,0.7676,2.9862,0.9651,0.4648,2,5,34,Dynamic,2,1st Half Inj Time increased,5,5
